name,freebase_id,dob
b'Jason Brennan',/m/0q41611,1979
b'Robert B. Pippin',/m/0drs69,1948-09-14
b'Rudolf Otto',/m/02qtpj,1869-09-25
b'Tudor Vianu',/m/03rtm6,1898-01-08
b'Wilfrid Sellars',/m/01y1jz,1912-05-20
b'Suzanne Briet',/m/09g7_g2,1894-02-01
b'Albert Camus',/m/0lcx,1913-11-07
b'Linda Trinkaus Zagzebski',/m/040s02,1946-01-01
b'Martha Nussbaum',/m/01y3j6,1947-05-06
b'Alasdair MacIntyre',/m/02tn3m,1929-01-12
b'Bernard Williams',/m/02p76c,1929-09-21
b'Nicolai Hartmann',/m/02j8qr,1882-02-20
b'Max Scheler',/m/03crz1,1874-08-22
b'Edward Abramowski',/m/08zg_h,1868-08-17
b'Dallas Willard',/m/05bkmp,1935-09-04
b'Ole Thyssen',/m/0280xhf,1944-11-03
b'Jalal ad-Din Muhammad Rumi',/m/0461p,1207-10-14
b'Sayyad Laal Shah Hamdani',/m/0ch24vc,
b'Will Kymlicka',/m/03hnbb,1962-01-01
b'Edith Penrose',/m/025_075,1914-11-15
b'Hans Vaihinger',/m/02g_1q,1852-09-25
b'Rosalind Hursthouse',/m/01rmxv,1943-11-10
b'Herbert Marcuse',/m/03l44,1898-07-19
b'B. R. Ambedkar',/m/01c1y0,1891-04-14
b'Muhsin al-Hakim',/m/031qjr,1889-01-01
b'Gerald Cohen',/m/05_3k7,1941-04-14
b'T. K. Seung',/m/03hngpt,1930-09-20
b'David Williams',/m/02vy44p,1738
b'Peter Geach',/m/01s3cq,1916-03-29
b'Alexandre Koyr\xc3\xa9',/m/06s3rg,1892-08-29
b'Abdel Rahman Badawi',/m/0798bj,1917-02-17
b'Theodor W. Adorno',/m/07h1q,1903-09-11
b'Otto Neurath',/m/0d8n_,1882-12-10
"b""John O'Neill""",/m/05x1mfc,1956
b'Thomas Kuhn',/m/07lsm,1922-07-18
b'Takis Fotopoulos',/m/08fq35,1940-10-14
b'\xc3\x89mile Meyerson',/m/08yfvp,1859-02-12
"b""Ka'ab al-Ahbar""",/m/026ht8c,
b'Yusuf ibn Abd al-Rahman al-Mizzi',/m/0h47_d,1256-01-01
b'Ibn Kathir',/m/02bkwx,1300-01-01
b'Pierre Laffitte',/m/076092,1823-02-21
b'Ibn Qayyim Al-Jawziyya',/m/05yrms,1292-02-04
b'Ibn Taymiyyah',/m/01nyrx,1263-01-29
b'Michael Walzer',/m/035fn3,1935-03-03
b'Otto Bauer',/m/03j8bg,1881-09-05
b'Jules de Gaultier',/m/0blrkm,1858-06-02
b'Sh\xc5\xabz\xc5\x8d Kuki',/m/019hvw,1888-02-15
b'Charles Cooley',/m/030zwp,1864-08-17
b'Strato of Lampsacus',/m/02vn3_,-334-01-01
b'Miroslav Krle\xc5\xbea',/m/01tw26,1893-07-07
b'Lewis Mumford',/m/01tmnx,1895-10-19
b'Jon Elia',/m/04gljv,1931-12-14
b'Norbert Elias',/m/026gpc,1897-06-22
b'Juan V\xc3\xa1zquez de Mella',/m/0cdwyv,1861-06-08
b'Osvaldo Lira',/m/03cj3l1,1904-02-11
b'Wolfi Landstreicher',/m/0557ff,
b'Ruth Millikan',/m/06f7kk,1933-01-01
b'Kostas Axelos',/m/0537ph,1924-06-26
b'Henri Lefebvre',/m/03fg90,1901-06-16
b'R. G. Collingwood',/m/02dm9c,1889-02-22
b'Karl Korsch',/m/026vmm,1886-08-15
b'Quentin Meillassoux',/m/0g_c06,1967-10-26
b'Graham Priest',/m/09svky,1948-01-01
b'Stanley Rosen',/m/0gjs7n,1929-07-29
b'Crates of Athens',/m/02q3446,-400-01-01
b'Yevgeny Baratynsky',/m/03jgrc,1800-03-02
b'Jos\xc3\xa9 Correia da Serra',/m/02rzw5z,1751-06-05
b'Johann Georg Sulzer',/m/09bky_,1720-10-05
b'\xc3\x89mile Boutroux',/m/02cln2,1845-07-28
b'Nikolay Lossky',/m/0dpx0c,1870-12-06
b'Titu Maiorescu',/m/02j2j5,1840-02-15
b'Kazimierz Twardowski',/m/03_3_q,1866-10-20
b'Roy Johnston',/m/065z_vt,1929
b'Rom Harr\xc3\xa9',/m/0d32tj,1927-12-18
b'Mark Lilla',/m/0270gws,1956
b'John Mearsheimer',/m/03wchs,1947-12-14
b'David Stove',/m/04j6xh,1927-09-15
b'Heinrich Rickert',/m/04f7p_,1863-05-25
b'Maurice Blondel',/m/09cvw6,1861-11-02
b'Jerzy \xc5\xbbu\xc5\x82awski',/m/0f8ft8,1874-07-14
b'Jonathan Wolff',/m/08hsc0,1959-06-25
b'Alan Carter',/m/02w9k2f,1952
b'Mykhailo Drahomanov',/m/08ltzx,1841-09-18
b'David Kelley',/m/03xbp1,1949-06-23
b'Nicos Poulantzas',/m/059p_z,1936-09-21
b'Norman Geisler',/m/05xgmdj,1932-07-21
b'Herbert McCabe',/m/06vcfr,1926-08-02
b'Brian Davies',/m/0gkgg6,1951
b'Arthur Drews',/m/0dtt8_,1865-11-01
b'Aristippus the Younger',/m/03cnldp,-400-01-01
b'Richard Swinburne',/m/01m3q2,1934-12-26
b'Antony Flew',/m/04tq_d,1923-02-11
b'Jakob Schegk',/m/0dgq85p,1511-06-06
b'Nicolaus Taurellus',/m/05qtch,1547-11-26
b'Milan Komar',/m/03hk0hn,1921-06-04
b'Homi K. Bhabha',/m/025trc3,1949-01-01
b'Herbert Feigl',/m/05s0ft,1902-12-14
b'John Zerzan',/m/0px7f,1943-01-01
b'Paul Churchland',/m/0dgfzq,1942-10-21
b'Renata Salecl',/m/0czcgtv,1962
b'Kevin Mulligan',/m/02rs3pv,1951-06-23
b'Jos\xc3\xa9 Guilherme Merquior',/m/07ngkz,1941-04-22
b'Burhan al-Din al-Marghinani',/m/026xjlz,1135
b'Axel Honneth',/m/073x7n,1949-06-18
b'Ioan P. Culianu',/m/0598qd,1950-01-05
b'Mark Lance',/m/0c7xlk,1959
b'Ernest Gellner',/m/01gbkp,1925-12-09
b'Louis Claude de Saint-Martin',/m/07cg0b,1743-01-18
"b""Al-Hasan ibn 'Ali al-Barbahari""",/m/02w1sp6,
b'Ibn Battah',/m/0264wfk,0916
b'Arthur Fine',/m/026fjwt,1937-11-11
b'Nancy Cartwright',/m/05mpds,1944-01-24
b'P. F. Strawson',/m/01k94t,1919-11-23
b'Ted Honderich',/m/03p67y,1933-01-30
b'Kitaro Nishida',/m/04011l,1870-06-17
b'Keiji Nishitani',/m/05y6wz2,1900-02-27
b'Ion Dragoumis',/m/0fvmff,1878-09-02
b'A. D. Gordon',/m/05rt6f,1856-06-09
b'Renzo Novatore',/m/08pjyw,1890-05-12
b'Abdulhakim Arvasi',/m/0cwmr5,1865-01-01
b'Necip Faz\xc4\xb1l K\xc4\xb1sak\xc3\xbcrek',/m/07nh_8,1904-05-26
b'Norberto Bobbio',/m/04_0vt,1909-10-18
b'Peter Railton',/m/0d6wzk,1950-05-23
b'Nihal Ats\xc4\xb1z',/m/07lcb0,1905-01-12
b'Tetsuro Watsuji',/m/054hnt,1889-03-01
b'Karel Kos\xc3\xadk',/m/027sywj,1926-06-26
b'Michel Foucault',/m/0ct9_,1926-10-15
b'Montesquieu',/m/0f9wd,1689-01-18
b'Jacques Derrida',/m/0dzkq,1930-07-15
b'Iris Murdoch',/m/0gdgq,1919-07-15
b'Archytas',/m/01k8rs,-427-01-01
b'Eudoxus of Cnidus',/m/0cytr,-407-01-01
b'Muhammad Tahir',/m/05q40rl,1962-03-21
b'Andy Clark',/m/032sry,1957
b'Cleanthes',/m/016_tb,-329-01-01
b'Chrysippus',/m/0986m,-280-01-01
b'Lacydes of Cyrene',/m/02ss_v,-300-01-01
b'Al-Mutanabbi',/m/03pqg1,0915-01-01
b'Ali ibn al-Madini',/m/0fdv84,0778-01-01
b'Emil Lask',/m/05p584l,1875-09-25
b'Alan Soble',/m/08640j,1947-03-04
b'Leucippus',/m/04k42,-500-01-01
b'Al-Khazini',/m/02rpzkf,1100-01-01
b'Knud Ejler L\xc3\xb8gstrup',/m/02nkhj,1905-09-02
b'Bruce Lee',/m/099d4,1940-11-27
b'William Alston',/m/081l4,1921-11-29
b'Robert Paul Wolff',/m/032yvb,1933-12-27
b'Robert C. Solomon',/m/03w26z,1942-09-14
b'Louis Michael Seidman',/m/0ds4g6n,1947
b'Peter G. Ossorio',/m/0c41jl_,1926-05-04
b'Edith Stein',/m/0bxhd,1891-10-12
b'Douglas Hofstadter',/m/02fcx,1945-02-15
b'Empedocles',/m/02lvm,-489-01-01
b'Ernest Nagel',/m/04j3_z,1901-11-16
b'Friedrich Hayek',/m/032r1,1899-05-08
b'Fyodor Dostoyevsky',/m/032l1,1821-11-23
b'Francis Fukuyama',/m/02_jg,1952-10-27
b'Theognostus of Alexandria',/m/043sk2n,0210
b'Gregory of Nyssa',/m/09g_z,0335-01-01
b'Hildegard of Bingen',/m/03kf2,1098-01-01
b'Ramon Llull',/m/0j3_p,1232-01-01
b'Raymond Aron',/m/01tw09,1905-03-14
b'J\xc3\xbcrgen Habermas',/m/044wb,1929-06-18
b'Julia Kristeva',/m/046gs,1941-06-24
b'William of Ockham',/m/0848q,1288-01-01
b'John Wycliffe',/m/046f1,1320-01-01
b'Mikhail Bakhtin',/m/02rxg8,1895-11-17
b'Gaetano Mosca',/m/09cfqh,1858-04-01
b'Karl Popper',/m/047g6,1902-07-28
b'Martin Heidegger',/m/099bk,1889-09-26
b'Marsilio Ficino',/m/050gd,1433-10-28
"b'Nicolas de Caritat, marquis de Condorcet'",/m/09dyk,1743-09-17
b'Kurt G\xc3\xb6del',/m/048c2,1906-04-28
b'Alfred Tarski',/m/0g9m4,1901-01-14
b'Max Weber',/m/04xm_,1864-04-21
b'Maurice Merleau-Ponty',/m/04xbh,1908-03-14
b'Mordecai Kaplan',/m/056d_,1881-06-11
b'Hazrat Babajan',/m/0cpsbj,1806
b'Meher Baba',/m/057p_,1894-02-25
b'Upasni Maharaj',/m/0cprqc,1870-05-15
b'Oswald Spengler',/m/05nj0,1880-05-29
b'Taha Hussein',/m/05n4mk,1889-11-14
b'Peter Singer',/m/05xnb,1946-07-06
b'Paul Val\xc3\xa9ry',/m/05vy1,1871-10-30
b'Pope John Paul II',/m/05yfx,1920-05-18
b'Josef Pieper',/m/0770h_,1904-01-01
b'Pherecydes of Syros',/m/03g3d3,-564-01-01
b'Thales',/m/07dl6,-622-01-01
b'Robert Anton Wilson',/m/06hgj,1932-01-18
b'Poul Martin M\xc3\xb8ller',/m/0193t0,1794-03-21
b'Robert M. Pirsig',/m/06hkh,1928-09-06
b'Friedrich Adolf Trendelenburg',/m/04q1q6,1802-11-30
b'\xc3\x89tienne Gilson',/m/044g6w,1884-06-13
b'Olaf Stapledon',/m/0ph77,1886-05-10
b'Umberto Eco',/m/07vw5,1932-01-05
b'Ted Nelson',/m/07rrt,1937-06-17
b'Khwaja Shamsuddin Azeemi',/m/0264nkt,1927-10-17
b'Vladimir Vernadsky',/m/07zsx,1863-03-24
b'Himerius',/m/05cdm7,0315-01-01
b'Zeno of Citium',/m/09863,-332-01-01
b'Christian Jakob Kraus',/m/0ckcm9,1753-07-27
b'Joshua Knobe',/m/043qvvf,
b'Crates of Thebes',/m/0krkh,-364-01-01
b'Richard H\xc3\xb6nigswald',/m/09hz57,1875-07-18
b'Aron Gurwitsch',/m/066v4x,1901-01-17
b'John Austin',/m/03r2d0,1790-03-03
b'Joseph Raz',/m/07c37_,1939-03-21
b'Oksana Zabuzhko',/m/027s_gd,1960-09-19
b'Susan Haack',/m/01vmpn,1945-01-01
b'Richard Taylor',/m/05y7f05,1919-11-05
b'Fethullah G\xc3\xbclen',/m/04pl6c,1941-04-27
b'Ernest Lepore',/m/02rc14f,1950
b'Bernard Gert',/m/03t2dq,1934-10-16
b'Clitomachus',/m/06h032,-186-01-01
b'Lon L. Fuller',/m/0209h5,1902-06-15
b'Brian Barry',/m/06q4kd,1936-01-13
b'Luciano Floridi',/m/0c6g6s,1964-11-16
b'Kurt Singer',/m/0dttqg,1886-05-12
b'Diogenes Allen',/m/05x_nj4,1932-10-17
b'Fran\xc3\xa7ois Picavet',/m/0b5j3b,1851-05-17
b'Fred Feldman',/m/05x_yml,1941
b'Richard Popkin',/m/04hlxr,1923-12-27
b'Ernst Bloch',/m/02r76r,1885-07-08
b'Graham Harman',/m/08fzjv,1968-05-09
b'Ibn Yunus',/m/03xxhv,0950-01-01
"b""Ch'ien Mu""",/m/03nnc3d,1895-07-30
b'Chris Harman',/m/02vk95,1942-11-08
b'H\xc3\xa9ctor-Neri Casta\xc3\xb1eda',/m/0kt7yn,1924-12-13
b'Pierre Hadot',/m/05vdbw9,1922-02-21
b'Paolo Virno',/m/04jb0c0,1952-01-01
b'Norman Malcolm',/m/032wb9,1911-06-11
b'Norbert Bolz',/m/06w9xrt,1953-04-17
b'Peter Ludlow',/m/08ht64,1957-01-16
b'Jason Stanley',/m/0kt8pp,1969-10-12
b'Ramchandra Gandhi',/m/02z69ms,1937-06-09
b'Nicholas Wolterstorff',/m/0419d0,1932-01-21
b'Kendall Walton',/m/06dty2,1939
b'Todd May',/m/03d6htc,1955
b'Muhammad Iqbal',/m/01y58x,1877-11-09
b'Stephen David Ross',/m/02qcmrd,1935
b'Franz Rosenzweig',/m/01hk6q,1886-12-25
b'Alain de Benoist',/m/02_r4k,1943-12-11
b'Bernard Bosanquet',/m/05wj_3m,1848-06-14
b'Cornel West',/m/02szmg,1953-06-02
b'Ali Shariati',/m/014_yc,1933-11-23
b'Helena Blavatsky',/m/016hbf,1831-08-24
b'John Searle',/m/012ssr,1932-07-31
b'John Cage',/m/0hgqq,1912-09-05
b'John McMurtry',/m/01tnn7,1939
b'Jean Vanier',/m/02vznn,1928-09-10
b'Judea Pearl',/m/033w0f,1936-01-01
b'Langdon Winner',/m/01q5c5,1944-08-07
b'Paul Kurtz',/m/01t5wz,1925-12-21
b'Ramakrishna',/m/026m9d,1836-02-18
b'Zygmunt Bauman',/m/0313tv,1925-11-19
b'William Lane Craig',/m/01tpjh,1949-08-23
b'Christian Thomasius',/m/01926f,1655-01-01
b'Peter Lamborn Wilson',/m/0188lg,1945-01-01
b'Philippe Descola',/m/04053hc,1949-06-19
b'Claude Lefort',/m/07xsdp,1924-04-21
b'Laurence A. Rickels',/m/03hn44b,1954-12-02
b'Hermann Heller',/m/06s79c,1891-07-17
b'John Haugeland',/m/01xw_6,1945-03-13
b'Jakob Friedrich Fries',/m/018fvk,1773-08-23
b'Friedrich Eduard Beneke',/m/018ftg,1798-02-17
b'George Boolos',/m/01y0tp,1940-09-04
b'Herbert Blumer',/m/05gqhm,1900-03-07
b'Jerzy Prokopiuk',/m/0gk95f,1931-06-05
b'Costanzo Preve',/m/0dm0q8,1943-04-14
b'Eugene Kamenka',/m/08x447,1928-03-04
b'John Passmore',/m/028950f,1914-09-09
b'Edgar Morin',/m/08nqnm,1921-07-08
b'Pavel Florensky',/m/086p39,1882-01-22
b'Arda Denkel',/m/0641mj9,1949-07-06
b'Shahab al-Din Yahya ibn Habash Suhrawardi',/m/03vjcd,1155-01-01
b'Ernest Sosa',/m/0brqns,1940-06-17
b'Isaac Israeli ben Solomon',/m/046bqg,0832-01-01
b'Christian von Ehrenfels',/m/03ks6s,1859-06-20
b'Paul Virilio',/m/02xccx,1932-01-04
b'Emil du Bois-Reymond',/m/01l6f0,1818-11-07
b'William A. Earle',/m/0dqxxp,1919
b'Peter Suber',/m/01zs6q,1951-11-08
b'Ghulam Ali Dihlawi',/m/0cmc6ws,1743
b'Roy Bhaskar',/m/02zhkm,1944-05-15
b'Giovanni Botero',/m/05zf5b,1544-01-01
b'Fazal Ali Qureshi',/m/0ch34v_,
b'Georg Bernhard Bilfinger',/m/06_d9g,1693-01-23
b'Greg Bahnsen',/m/07js6_,1948-09-17
b'John Frame',/m/03_cdw,1939-04-08
b'Kam\xc4\x81l al-D\xc4\xabn al-F\xc4\x81ris\xc4\xab',/m/05sfk0,1267-01-01
b'Avital Ronell',/m/05z_ym,1952-04-15
b'Richard Jeffrey',/m/0bvlrv,1926-08-05
b'Yamazaki Ansai',/m/075j34,1619-01-01
b'Qalandar Baba Auliya',/m/026_mg_,1898
b'Hastings Rashdall',/m/05xd41c,1858
b'Peter Winch',/m/05y3b2z,1926-01-14
b'Eugen Relgis',/m/0gh8wl3,1895-05-02
b'Avempace',/m/02ms38,1080-01-01
b'Ronald Dworkin',/m/01rbsv,1931-12-11
b'Jeremy Waldron',/m/05zk3z,1953-10-13
b'George Dickie',/m/06z_g7,1926-08-12
b'Robert S. Corrington',/m/02q7fh6,1950-05-30
b'Zaki al-Arsuzi',/m/056508,1900-06-01
b'Morris Raphael Cohen',/m/036b2v,1880-07-25
b'John Rawls',/m/0x3r3,1921-02-21
b'Pierre Bourdieu',/m/0rls8,1930-08-01
b'Claude Adrien Helv\xc3\xa9tius',/m/01bwl8,1715-01-26
b'Ray Brassier',/m/03hkn8t,1965
b'Giorgio Agamben',/m/01vr7x,1942-04-22
b'Clinomachus',/m/03h4nt7,
b'Edouard Schure',/m/05qdf5x,1841-01-21
b'Richard Tarnas',/m/0bt2p6,1950-02-21
b'Ivo Urban\xc4\x8di\xc4\x8d',/m/04jnb18,1930-12-11
b'Jo\xc5\xbee Pu\xc4\x8dnik',/m/02vyht2,1932-03-09
b'Henri Bourassa',/m/01kp0x,1868-09-01
b'Northrop Frye',/m/0myp_,1912-07-14
b'Anthony John Patrick Kenny',/m/01s3b_,1931-03-16
b'Barry Stroud',/m/03cx883,1935-01-01
b'Alexandre Koj\xc3\xa8ve',/m/039tyk,1902-04-28
b'Alexander Bogdanov',/m/060dx2,1873-09-03
b'Alcmaeon of Croton',/m/06ppv8,-600-01-01
b'Isaiah Berlin',/m/014nx0,1909-06-06
b'G. E. M. Anscombe',/m/02tc9g,1919-03-18
b'Hans Sluga',/m/056jjf,1939-04-24
b'Harold Innis',/m/0184tt,1894-11-05
b'Colin McGinn',/m/02yrjh,1950-03-10
b'Hippasus',/m/03q0l5,-600-01-01
b'Asclepiodotus of Alexandria',/m/03d1x7k,0500-01-01
b'Damascius',/m/014_q_,
b'John Gray',/m/041ydw,1948-04-17
b'John McDowell',/m/01f2rc,1942-03-07
b'Jean Baudrillard',/m/01hmpq,1929-07-20
b'Gila Sher',/m/02rhl9k,
b'John Etchemendy',/m/0dpsxx,1952
b'Maurice Blanchot',/m/01m29m,1907-09-22
b'Lucien Goldmann',/m/063l0j,1913-07-20
b'Keith Lehrer',/m/06zkby,1936-01-10
b'Luce Irigaray',/m/02wjfw,1930-05-03
b'Marinus of Neapolis',/m/01_b_7,0440-01-01
b'Keith DeRose',/m/02qdjpg,1962-04-24
b'Roderick T. Long',/m/06rr91,1964-02-04
b'Samuel von Pufendorf',/m/01926v,1632-01-08
b'Peter Hacker',/m/0dhvs7,1939-07-15
b'Stephen Toulmin',/m/0592mp,1922-03-25
b'Victor Cousin',/m/017lcv,1792-11-28
b'Paul Tillich',/m/025hnq,1886-08-20
b'J. M. E. McTaggart',/m/03c3_v,1866-09-03
b'Philolaus',/m/01k73v,-469-01-01
b'Ghulam Bhik Nairang',/m/026q5qq,1876-09-26
b'Peter Wessel Zapffe',/m/065xs,1899-12-18
b'Kurt Grelling',/m/05bp_p,1886-03-02
b'Walter J. Ong',/m/04btzp,1912-11-30
b'Hans Reichenbach',/m/059cpt,1891-09-26
b'William L. Rowe',/m/02qpts6,1931-07-26
b'George Croom Robertson',/m/01l6cy,1842-03-10
b'Zechariah Chafee',/m/05vq17y,1885-12-07
b'Max Frisch',/m/01spn2,1911-05-15
b'Edgar Quinet',/m/01s8yk,1803-02-17
b'Michael Dummett',/m/01s3d2,1925-06-27
b'John Toland',/m/01l8wn,1670-11-30
b'Tyler Burge',/m/0b9p5k,1946-01-01
b'David Pearce',/m/01lmjr,
b'Nick Bostrom',/m/024r3r,1973-03-10
b'Mohsen Kadivar',/m/03fdzl,1959-06-07
b'Metrocles',/m/03pfkf,-400-01-01
b'J\xc4\x81bir ibn Hayy\xc4\x81n',/m/0g_ks,0721-01-01
b'Richard Boyd',/m/0d58kr,1942-05-19
b'Socrates',/m/06mrq,-469-01-01
b'Voltaire',/m/07ym0,1694-11-21
b'Cicero',/m/01tf5,-106-12-31
b'\xc3\x89mile Armand',/m/05d5kj,1872-03-26
b'James Hutchison Stirling',/m/04lhff,1820-01-22
b'Odo Marquard',/m/05y431s,1928-02-26
b'Haji Dost Muhammad Qandhari',/m/09gjkl0,
b'Muhammad Hamidullah',/m/05yfqc7,1908-02-09
b'Arthur Prior',/m/05w44s2,1914-12-04
b'Kit Fine',/m/0b3dmq,1946-03-26
b'Jacques Maritain',/m/02t88h,1882-11-18
b'Diogenes La\xc3\xabrtius',/m/0krmh,0180-01-01
b'Michael Hardt',/m/02pyjw,1960-01-01
b'Georg Anton Friedrich Ast',/m/05hbxv,1778-12-29
b'Peter Achinstein',/m/049_lx,1935-06-30
b'Imre Lakatos',/m/09l2q,1922-11-09
b'Abdolkarim Soroush',/m/04mjx0,1945-12-16
b'Gayatri Chakravorty Spivak',/m/01t23c,1942-02-24
b'Edwin Arthur Burtt',/m/076mwy,1892
b'B. W. Powe',/m/0fkb9r,1955-03-23
b'Andr\xc3\xa9 Glucksmann',/m/06fb43,1937-06-19
b'Anders Chydenius',/m/030cqw,1729-02-26
b'David Ray Griffin',/m/05zjkz,1939-08-08
b'Morteza Motahhari',/m/05_n9f,1919-01-31
b'J. P. Moreland',/m/05t65j,1948-03-09
b'R. Radhakrishnan',/m/09gkygn,1949-10-28
b'Ion Heliade R\xc4\x83dulescu',/m/093130,1802-01-06
b'Charles Hartshorne',/m/02svrd,1897-06-05
b'Gajanan Maharaj',/m/05qhyz,
b'Pierre Charron',/m/01sjky,1541-01-01
b'Roberto Mangabeira Unger',/m/056xnr,1947-03-24
b'Raymond Williams',/m/016ff8,1921-08-31
b'Svetozar Markovi\xc4\x87',/m/04y51l,1846-09-09
b'Israr Ahmed',/m/07s3fm,1932-04-26
b'Hunayn ibn Ishaq',/m/0462f6,0808-01-01
b'Peter van Inwagen',/m/05mn7z,1942-09-21
b'Muhammad ibn al-Habib',/m/0d60pg,1876
b'Sam Harris',/m/079fgp,1967-04-09
b'Juli\xc3\xa1n Mar\xc3\xadas',/m/09k0p4,1914-06-17
b'John F. X. Knasas',/m/0bqgql,1948
b'Alexander Nehamas',/m/04crlg,1946-03-22
b'Mary Daly',/m/032q5v,1928-10-16
b'John Finnis',/m/06dlgw,1940-07-28
b'Alex Callinicos',/m/0278g0,1950-07-24
b'John Perry',/m/07th7w,1943-01-16
b'Chris Bateman',/m/090yzw,1972-01-01
b'Keith Ward',/m/0bmm5j,1938-08-22
b'Hamid Dabashi',/m/08x12g,1951-06-15
b'Seyla Benhabib',/m/0bgwxt,1950-09-09
b'Timothy Sprigge',/m/02r4v1,1932-01-14
b'Olavo de Carvalho',/m/022kp6,1947-04-29
b'Walter Charleton',/m/03xsmt,1619-02-02
b'Brand Blanshard',/m/02qxnk,1892-08-27
b'Sibawayh',/m/03p08g,0760-01-01
b'Eugen D\xc3\xbchring',/m/042t1y,1833-01-12
b'Michael Otsuka',/m/0b1jdy,1964-09-15
b'Michel Henry',/m/05hr60,1922-01-10
b'Sufyan al-Thawri',/m/0d6z20,0716-01-01
b'I. A. Richards',/m/028ws7,1893-02-26
b'Kenneth E. Boulding',/m/0322cj,1910-01-18
b'Wolfgang Smith',/m/02rxdfx,1930-01-01
b'Christine Korsgaard',/m/01bqsn,1952-01-01
b'Stanis\xc5\x82aw Le\xc5\x9bniewski',/m/026lh8,1886-03-30
b'Mark Bevir',/m/0279f24,1963
b'Charles Sanders Peirce',/m/01ty4,1839-09-10
b'Susanne Katherina Langer',/m/0771w3,1895-12-20
b'Richard Cumberland',/m/02mzdw,1631-07-15
b'Wilbur Marshall Urban',/m/02vx_jf,1873
b'Eubulides',/m/02pvg,-500-01-01
b'Bell Hooks',/m/01cj42,1952-09-25
b'Fakhr ad-Din ar-Razi',/m/01w6t8,1149-01-01
b'Iamblichus',/m/036n69,0250-01-01
b'Aedesius',/m/0_r4,
b'Speusippus',/m/02whph,-407-01-01
b'Xenocrates',/m/0172r1,-395-01-01
b'Syed Ahmad Khan',/m/02g7z5,1817-10-17
b'Walter Benjamin',/m/01h2_6,1892-07-15
b'Florian Znaniecki',/m/042ng8,1882-01-15
b'Jin Yuelin',/m/0dnx5t,1895-01-01
b'Hao Wang',/m/0424j5,1921-05-20
b'Norman O. Brown',/m/04x9n7,1913-09-25
b'R. M. Hare',/m/01kblf,1919-03-12
b'Albert of Saxony',/m/03hd6x,1316-01-01
b'John Lachs',/m/05xvc__,1934-07-17
b'Daniel Ross',/m/0h1pwy,1970
b'Jos\xc3\xa9 Gaos',/m/09f2t6,1900-12-26
b'Thomas Pangle',/m/08kbhg,1944
b'Tara Smith',/m/0b49cd,1961
b'Ignacio Ellacur\xc3\xada',/m/02sgkx,1930-11-09
b'James Franklin',/m/02qltkl,1953
b'Keith Donnellan',/m/0byc9d,1931-01-01
b'Chantal Mouffe',/m/02xrbf,1943-06-17
b'Ullin Place',/m/0c04ph,1924-10-24
b'Helen Longino',/m/0dh3jf,1944-07-13
b'Philipp Mainl\xc3\xa4nder',/m/02y5yw,1841-01-01
b'Al-Ghazali',/m/012prf,1058-01-01
b'Vladimir Lossky',/m/09ypp7,1903-06-21
b'Alexandru Dimitrie Xenopol',/m/09qwv6,1847-03-23
b'Nahum Norbert Glatzer',/m/0gkwn1,1903-03-25
b'Mihai Ralea',/m/0wqxy66,1896-05-01
b'B. F. Skinner',/m/01jv4,1904-03-20
b'A.J. Ayer',/m/0w2w,1910-10-29
b'Alan Turing',/m/0n00,1912-06-23
b'Nicarete of Megara',/m/03m5qqz,
b'Albert Schweitzer',/m/05vwxf7,1875-01-14
b'Avicenna',/m/0m93,0980-08-26
b'Abraham Joshua Heschel',/m/011qh,1907-01-11
b'Alain de Lille',/m/0q60,1120-01-01
b'Amalric of Bena',/m/0ryy,1200-01-01
b'Theodorus the Atheist',/m/03cjtjh,-339-01-01
b'Ammonius Hermiae',/m/0skf,0440-01-01
b'Anaximander',/m/0mm8,-609-01-01
b'Anaximenes of Miletus',/m/0sst,-585-01-01
b'C. D. Broad',/m/05wvm8h,1887-12-30
b'Daniel Dennett',/m/02fc2,1942-03-28
b'Eric Hoffer',/m/02lzx,1902-07-25
b'Robert Nozick',/m/06k0y,1938-11-16
b'Charles Malik',/m/0h2vxk,1906-01-01
b'Ervin L\xc3\xa1szl\xc3\xb3',/m/077pvj,1932-06-12
b'F. S. C. Northrop',/m/09035_,1893-11-27
b'Isabelle Stengers',/m/027t2kg,1949-01-01
b'Jules Vuillemin',/m/03hp457,1920-02-15
b'Paul Weiss',/m/05y90yc,1901-05-19
b'Thomas Jay Oord',/m/0b1rdg,1965
b'Emil Cioran',/m/01l8_n,1911-04-08
b'Carl Friedrich von Weizs\xc3\xa4cker',/m/04rl4x,1912-06-28
b'Dagfinn F\xc3\xb8llesdal',/m/0f934y,1932-06-22
b'Boetius of Dacia',/m/0bdh31,1300-01-01
b'Edward Westermarck',/m/05wm9_b,1862-11-20
b'\xc3\x89tienne Souriau',/m/06zl5yn,1892-04-26
b'Louis Rougier',/m/0g1vg0,1889-04-10
b'Jean-Fran\xc3\xa7ois Lyotard',/m/01k3dv,1924-08-10
b'Jyotirao Phule',/m/030jtz,1827-04-11
b'Moncure D. Conway',/m/01h39m,1832-03-17
b'Jiva Goswami',/m/098xl_,1511-01-01
b'Nancey Murphy',/m/0cpz00,
b'Gilbert Harman',/m/05mdm2,1938-01-01
b'Hipparchia of Maroneia',/m/0cg0d2,-0349
b'John Selden',/m/01c0ss,1584-12-16
b'William Thompson',/m/05kd5z,1775-06-30
